ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
143,Assam,Guwahati,Locality_250,Apartment,1,2166,78.92,0.04,2003,Semi-furnished,21,25,22,8,6,Low,Yes,Yes,"Gym, Clubhouse, Garden, Playground",South,Builder,Under_Construction
144,Tamil Nadu,Coimbatore,Locality_139,Independent House,1,574,154.28,0.27,1997,Furnished,4,9,28,10,1,Medium,No,Yes,"Gym, Garden, Clubhouse",South,Owner,Under_Construction
145,Kerala,Kochi,Locality_255,Apartment,2,2210,66.05,0.03,2014,Unfurnished,2,14,11,6,5,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",North,Broker,Under_Construction
146,Assam,Silchar,Locality_90,Villa,5,1797,58.49,0.03,2001,Furnished,6,19,24,5,10,Medium,Yes,No,"Playground, Pool, Gym",North,Broker,Ready_to_Move
147,Uttarakhand,Dehradun,Locality_314,Independent House,3,592,50.3,0.08,2013,Unfurnished,3,24,12,8,5,Medium,No,Yes,"Gym, Playground, Pool",North,Broker,Ready_to_Move
148,Uttar Pradesh,Noida,Locality_341,Villa,2,3521,263.96,0.07,2008,Unfurnished,13,18,17,8,5,Low,No,No,"Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
149,West Bengal,Kolkata,Locality_459,Apartment,4,1585,27.75,0.02,2022,Furnished,13,30,3,8,6,High,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",South,Builder,Under_Construction
150,Madhya Pradesh,Bhopal,Locality_463,Independent House,1,3381,444.6,0.13,2021,Furnished,9,7,4,4,9,Medium,No,Yes,Clubhouse,West,Owner,Under_Construction
151,Gujarat,Ahmedabad,Locality_382,Independent House,2,3902,400.96,0.1,1994,Furnished,3,13,31,10,2,Medium,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",West,Broker,Ready_to_Move
152,Chhattisgarh,Bilaspur,Locality_43,Independent House,5,4786,162.94,0.03,2009,Furnished,9,15,16,8,2,Medium,No,Yes,Clubhouse,West,Broker,Ready_to_Move
153,Assam,Silchar,Locality_258,Apartment,3,2187,374.76,0.17,1990,Unfurnished,25,8,35,1,6,Low,No,Yes,"Garden, Playground, Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
154,Maharashtra,Pune,Locality_386,Villa,5,1708,256.5,0.15,2022,Semi-furnished,27,6,3,2,4,High,No,No,"Clubhouse, Gym",West,Owner,Ready_to_Move
155,Uttarakhand,Dehradun,Locality_251,Apartment,2,2662,308.52,0.12,2004,Unfurnished,0,10,21,3,4,Medium,Yes,No,Gym,East,Builder,Ready_to_Move
156,Haryana,Faridabad,Locality_57,Villa,5,1711,143.64,0.08,1995,Furnished,30,4,30,6,10,Medium,No,Yes,"Playground, Garden, Clubhouse, Gym",North,Owner,Under_Construction
157,Odisha,Bhubaneswar,Locality_491,Independent House,4,4745,377.58,0.08,1990,Semi-furnished,21,4,35,8,7,Medium,No,Yes,"Pool, Clubhouse",West,Builder,Ready_to_Move
158,Maharashtra,Nagpur,Locality_3,Independent House,3,4736,292.87,0.06,1996,Unfurnished,9,2,29,4,10,High,No,Yes,"Garden, Playground, Pool, Gym",West,Owner,Ready_to_Move
159,Tamil Nadu,Chennai,Locality_141,Independent House,1,4621,329.81,0.07,2006,Semi-furnished,11,28,19,5,3,Low,Yes,Yes,"Garden, Gym, Clubhouse, Playground, Pool",West,Builder,Under_Construction
160,Madhya Pradesh,Indore,Locality_23,Apartment,1,4629,410.41,0.09,2000,Semi-furnished,6,28,25,5,2,Medium,Yes,Yes,"Garden, Pool, Gym",South,Builder,Ready_to_Move
161,Kerala,Trivandrum,Locality_231,Apartment,5,3280,151.92,0.05,2014,Furnished,10,2,11,4,8,Low,No,No,"Playground, Garden, Gym, Clubhouse, Pool",East,Builder,Under_Construction
162,Rajasthan,Jaipur,Locality_418,Villa,2,2864,478.08,0.17,2009,Semi-furnished,14,3,16,9,9,Medium,Yes,Yes,Garden,North,Owner,Under_Construction
163,Karnataka,Mysore,Locality_396,Apartment,1,3235,357.89,0.11,2008,Semi-furnished,24,19,17,5,10,Low,Yes,No,"Garden, Clubhouse, Playground, Gym, Pool",South,Owner,Under_Construction
164,Rajasthan,Jodhpur,Locality_141,Villa,5,1692,275.72,0.16,2023,Furnished,21,3,2,2,7,High,Yes,No,Clubhouse,South,Builder,Ready_to_Move
165,Jharkhand,Jamshedpur,Locality_478,Apartment,4,2560,40.86,0.02,2005,Unfurnished,16,22,20,3,7,High,No,Yes,"Pool, Clubhouse, Playground, Garden",South,Broker,Under_Construction
166,Delhi,Dwarka,Locality_146,Independent House,1,2578,290.11,0.11,1994,Semi-furnished,18,23,31,1,2,Low,No,Yes,"Clubhouse, Gym, Pool, Garden, Playground",East,Owner,Ready_to_Move
167,Delhi,Dwarka,Locality_493,Villa,1,2685,286.53,0.11,2009,Furnished,12,20,16,3,6,Medium,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",North,Broker,Ready_to_Move
168,Odisha,Cuttack,Locality_305,Apartment,3,3967,427,0.11,2014,Furnished,10,3,11,7,8,Medium,No,No,"Pool, Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction
169,Delhi,New Delhi,Locality_353,Apartment,5,653,483.31,0.74,2006,Unfurnished,16,7,19,6,2,Low,Yes,No,"Clubhouse, Playground, Pool",East,Broker,Ready_to_Move
170,Chhattisgarh,Bilaspur,Locality_105,Apartment,2,758,470.13,0.62,2021,Unfurnished,30,25,4,10,3,Medium,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",North,Owner,Under_Construction
171,West Bengal,Durgapur,Locality_98,Apartment,4,4071,353.67,0.09,2010,Furnished,23,8,15,7,9,High,Yes,Yes,"Pool, Gym, Garden",North,Owner,Ready_to_Move
172,West Bengal,Kolkata,Locality_384,Apartment,3,4924,218.63,0.04,2022,Furnished,4,6,3,3,10,Medium,No,No,Clubhouse,North,Broker,Under_Construction
173,Odisha,Bhubaneswar,Locality_350,Villa,1,1677,15.96,0.01,2009,Furnished,21,26,16,8,7,Low,No,Yes,"Clubhouse, Pool",East,Owner,Under_Construction
174,Chhattisgarh,Bilaspur,Locality_138,Independent House,1,866,140.45,0.16,2007,Unfurnished,15,30,18,8,8,Low,Yes,No,"Pool, Garden, Gym, Clubhouse, Playground",South,Broker,Under_Construction
175,Gujarat,Surat,Locality_263,Independent House,5,2289,473.24,0.21,2017,Semi-furnished,12,5,8,3,6,Medium,No,Yes,"Garden, Gym",East,Broker,Under_Construction
176,Punjab,Amritsar,Locality_38,Independent House,4,1659,259.92,0.16,2011,Furnished,13,6,14,9,6,Low,No,Yes,Garden,East,Broker,Under_Construction
177,Assam,Guwahati,Locality_221,Villa,4,4532,233.76,0.05,2000,Furnished,9,5,25,5,3,Medium,No,No,"Clubhouse, Garden, Pool, Gym, Playground",West,Owner,Ready_to_Move
178,Uttarakhand,Haridwar,Locality_220,Villa,2,1800,210.85,0.12,2006,Semi-furnished,22,28,19,3,2,Low,Yes,No,"Garden, Gym, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
179,Telangana,Hyderabad,Locality_276,Apartment,5,4376,272.95,0.06,2001,Semi-furnished,21,12,24,2,2,Medium,Yes,No,"Gym, Pool",North,Owner,Ready_to_Move
180,Uttar Pradesh,Lucknow,Locality_451,Apartment,4,2664,278.46,0.1,2005,Unfurnished,26,11,20,7,10,High,No,No,"Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
181,Chhattisgarh,Bilaspur,Locality_382,Apartment,4,741,499.57,0.67,1992,Semi-furnished,2,15,33,5,6,Medium,Yes,No,"Garden, Pool, Clubhouse, Gym",North,Broker,Under_Construction
182,Uttar Pradesh,Noida,Locality_12,Independent House,2,1189,222.12,0.19,1990,Semi-furnished,21,6,35,9,3,High,No,Yes,Gym,East,Builder,Ready_to_Move
183,Kerala,Kochi,Locality_100,Apartment,2,4456,494.15,0.11,2005,Unfurnished,29,16,20,10,4,Low,No,Yes,"Pool, Clubhouse, Garden, Gym",North,Builder,Ready_to_Move
184,Andhra Pradesh,Vijayawada,Locality_391,Independent House,3,600,498.79,0.83,2016,Semi-furnished,25,15,9,3,7,High,Yes,No,"Clubhouse, Playground, Gym",South,Owner,Under_Construction
185,Madhya Pradesh,Bhopal,Locality_219,Independent House,1,4158,87.31,0.02,1992,Unfurnished,4,10,33,9,10,Low,No,No,"Clubhouse, Playground, Pool, Garden",West,Builder,Under_Construction
186,Bihar,Gaya,Locality_337,Apartment,3,4866,280.79,0.06,1994,Semi-furnished,6,1,31,8,9,High,Yes,Yes,"Gym, Playground, Clubhouse, Garden",East,Owner,Under_Construction
187,Assam,Silchar,Locality_65,Apartment,3,3438,42.64,0.01,2003,Semi-furnished,17,27,22,7,8,High,Yes,No,"Playground, Pool",West,Broker,Ready_to_Move
188,Bihar,Patna,Locality_112,Independent House,4,1971,413.63,0.21,2012,Semi-furnished,9,10,13,4,3,Low,Yes,No,"Gym, Pool, Clubhouse, Playground",North,Owner,Under_Construction
189,Tamil Nadu,Coimbatore,Locality_363,Villa,2,4560,105.4,0.02,2021,Furnished,6,10,4,6,2,Low,Yes,Yes,"Garden, Clubhouse, Pool",West,Owner,Under_Construction
190,Rajasthan,Jodhpur,Locality_476,Independent House,3,1685,343.79,0.2,2020,Furnished,17,21,5,6,9,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",South,Owner,Under_Construction
191,Rajasthan,Jaipur,Locality_99,Villa,4,4467,11.62,0,1992,Furnished,8,6,33,10,5,Low,Yes,Yes,Playground,West,Owner,Under_Construction
192,Delhi,Dwarka,Locality_100,Villa,2,4106,233.31,0.06,2000,Semi-furnished,8,28,25,1,6,Medium,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",East,Broker,Under_Construction
193,Haryana,Gurgaon,Locality_402,Apartment,4,549,63.98,0.12,1995,Furnished,20,15,30,9,3,Low,Yes,No,"Garden, Gym, Playground",West,Broker,Under_Construction
194,Maharashtra,Nagpur,Locality_220,Independent House,3,2833,147.8,0.05,2019,Unfurnished,12,30,6,10,10,Low,No,No,Gym,East,Builder,Ready_to_Move
195,Jharkhand,Ranchi,Locality_296,Apartment,2,1419,39.59,0.03,2014,Furnished,23,30,11,7,3,High,No,Yes,"Playground, Gym, Pool, Clubhouse, Garden",East,Owner,Ready_to_Move
196,Chhattisgarh,Raipur,Locality_182,Villa,2,2220,402.61,0.18,2003,Semi-furnished,2,7,22,5,4,Medium,Yes,Yes,"Gym, Playground, Pool, Garden",North,Owner,Under_Construction
197,Rajasthan,Jaipur,Locality_210,Villa,1,1123,56.84,0.05,2016,Unfurnished,5,25,9,6,2,Medium,No,Yes,"Playground, Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
198,Jharkhand,Jamshedpur,Locality_333,Villa,2,1417,291.29,0.21,1994,Furnished,18,21,31,5,5,High,No,No,"Garden, Pool, Playground, Clubhouse, Gym",West,Owner,Ready_to_Move
199,Rajasthan,Jodhpur,Locality_89,Independent House,1,3283,87.5,0.03,2015,Semi-furnished,15,25,10,1,4,Medium,Yes,No,"Garden, Gym, Playground, Clubhouse, Pool",South,Builder,Under_Construction
200,Maharashtra,Nagpur,Locality_206,Villa,3,4396,325.98,0.07,2006,Unfurnished,7,8,19,10,4,Low,Yes,No,"Garden, Playground, Pool, Gym, Clubhouse",East,Broker,Under_Construction
201,Delhi,Dwarka,Locality_283,Villa,1,4830,133.62,0.03,2017,Unfurnished,2,6,8,3,6,Low,No,No,Gym,West,Broker,Ready_to_Move
202,Karnataka,Mangalore,Locality_160,Villa,4,2710,391.27,0.14,2017,Semi-furnished,14,28,8,6,10,Medium,No,Yes,"Garden, Clubhouse, Gym, Playground, Pool",West,Builder,Ready_to_Move
203,Rajasthan,Jaipur,Locality_191,Villa,2,1965,271.23,0.14,1998,Unfurnished,23,12,27,7,3,Low,No,No,"Gym, Pool, Garden",West,Builder,Ready_to_Move
204,Delhi,Dwarka,Locality_450,Independent House,1,3172,496.37,0.16,2023,Semi-furnished,23,16,2,10,6,High,Yes,No,Garden,West,Builder,Ready_to_Move
205,Karnataka,Mysore,Locality_405,Independent House,5,3351,86.04,0.03,2010,Unfurnished,0,27,15,2,1,Medium,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction
206,Haryana,Gurgaon,Locality_67,Villa,1,2819,277.69,0.1,1996,Semi-furnished,8,29,29,5,10,High,No,No,"Gym, Clubhouse",South,Broker,Ready_to_Move
207,Delhi,New Delhi,Locality_417,Independent House,1,1384,163.26,0.12,1995,Unfurnished,15,24,30,10,3,Low,Yes,No,"Clubhouse, Garden, Pool",West,Broker,Under_Construction
208,Assam,Silchar,Locality_418,Apartment,3,911,466.06,0.51,2010,Furnished,26,3,15,7,2,Medium,Yes,Yes,Playground,East,Owner,Under_Construction
209,Rajasthan,Jodhpur,Locality_68,Villa,4,4025,162.67,0.04,2022,Unfurnished,28,11,3,5,5,Low,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Ready_to_Move
210,Punjab,Amritsar,Locality_24,Apartment,1,1066,188.53,0.18,2022,Furnished,18,18,3,5,9,Low,No,No,Pool,North,Owner,Ready_to_Move
211,Odisha,Cuttack,Locality_164,Independent House,1,3746,89.1,0.02,1999,Furnished,16,20,26,6,1,High,No,Yes,"Garden, Gym, Playground, Pool",West,Broker,Under_Construction
212,Uttar Pradesh,Lucknow,Locality_18,Apartment,4,3477,154.31,0.04,2011,Semi-furnished,3,24,14,4,9,Low,No,Yes,"Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
213,Chhattisgarh,Bilaspur,Locality_338,Apartment,1,3466,63.53,0.02,2016,Semi-furnished,10,12,9,6,2,Low,Yes,No,"Clubhouse, Playground",North,Broker,Under_Construction
214,West Bengal,Durgapur,Locality_49,Villa,1,2597,353.09,0.14,1993,Semi-furnished,29,27,32,9,2,High,Yes,No,"Garden, Pool, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move
215,Jharkhand,Ranchi,Locality_192,Villa,2,3471,17.01,0,2019,Semi-furnished,20,26,6,9,1,High,No,Yes,"Clubhouse, Garden",West,Owner,Under_Construction
216,Jharkhand,Ranchi,Locality_261,Independent House,5,1497,337.41,0.23,2000,Unfurnished,26,23,25,5,9,High,No,No,"Gym, Pool",South,Builder,Under_Construction
217,Odisha,Bhubaneswar,Locality_360,Apartment,1,2555,401.84,0.16,2009,Unfurnished,0,12,16,2,8,High,No,Yes,"Garden, Pool, Gym, Playground",South,Broker,Under_Construction
218,Rajasthan,Jaipur,Locality_400,Independent House,3,4002,188.75,0.05,2016,Unfurnished,24,19,9,9,4,Medium,No,Yes,"Garden, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
219,Odisha,Cuttack,Locality_140,Apartment,2,2136,115.93,0.05,2018,Unfurnished,21,29,7,4,4,Medium,Yes,No,"Pool, Gym, Playground",West,Owner,Ready_to_Move
220,Telangana,Warangal,Locality_162,Apartment,2,2812,46.72,0.02,2003,Furnished,4,22,22,4,3,Medium,Yes,Yes,Gym,North,Builder,Under_Construction
221,Uttar Pradesh,Noida,Locality_278,Apartment,5,3880,429.36,0.11,2018,Semi-furnished,19,27,7,6,7,High,Yes,No,Garden,East,Owner,Under_Construction
222,Tamil Nadu,Chennai,Locality_477,Independent House,5,2412,281.53,0.12,2015,Unfurnished,29,14,10,7,10,Medium,No,Yes,"Gym, Clubhouse",West,Builder,Ready_to_Move
223,Tamil Nadu,Chennai,Locality_182,Villa,1,4326,392.2,0.09,2001,Unfurnished,15,15,24,4,6,High,No,Yes,"Pool, Gym",South,Broker,Under_Construction
224,Telangana,Hyderabad,Locality_181,Villa,1,3010,29.24,0.01,2015,Unfurnished,2,20,10,6,5,Medium,Yes,No,"Pool, Playground, Garden, Clubhouse, Gym",East,Builder,Under_Construction
225,Madhya Pradesh,Bhopal,Locality_243,Independent House,4,4076,36.99,0.01,2021,Unfurnished,7,20,4,10,10,Low,Yes,Yes,"Garden, Clubhouse, Pool, Playground",North,Builder,Ready_to_Move
226,Telangana,Warangal,Locality_272,Apartment,4,2274,332.11,0.15,2016,Semi-furnished,10,1,9,9,8,Medium,No,No,"Gym, Clubhouse",West,Broker,Ready_to_Move
227,Telangana,Hyderabad,Locality_259,Apartment,3,2879,31.33,0.01,1998,Unfurnished,27,30,27,2,3,Medium,No,No,"Clubhouse, Pool, Gym, Playground",South,Owner,Ready_to_Move
228,Bihar,Patna,Locality_414,Apartment,3,3235,354.19,0.11,2010,Semi-furnished,18,26,15,8,8,Low,Yes,No,"Pool, Clubhouse, Garden, Gym, Playground",South,Broker,Ready_to_Move
229,Karnataka,Mangalore,Locality_88,Villa,5,1982,234.86,0.12,2019,Unfurnished,16,25,6,4,6,Low,No,No,"Gym, Clubhouse, Pool, Garden",East,Broker,Ready_to_Move
230,Tamil Nadu,Coimbatore,Locality_243,Villa,3,3289,457.11,0.14,2009,Unfurnished,10,29,16,10,6,High,No,Yes,"Garden, Playground",North,Owner,Ready_to_Move
231,Karnataka,Bangalore,Locality_452,Apartment,1,999,342.81,0.34,2006,Semi-furnished,15,25,19,2,7,Low,Yes,No,"Clubhouse, Garden",West,Broker,Under_Construction
232,Andhra Pradesh,Vijayawada,Locality_125,Villa,5,1338,269.41,0.2,2000,Unfurnished,6,6,25,10,1,Low,No,No,"Garden, Clubhouse, Gym",East,Owner,Ready_to_Move
233,Haryana,Faridabad,Locality_21,Villa,3,1319,147.26,0.11,2018,Unfurnished,16,22,7,5,6,Low,Yes,Yes,"Pool, Clubhouse, Gym, Playground",North,Builder,Ready_to_Move
234,Tamil Nadu,Chennai,Locality_21,Independent House,2,702,107.43,0.15,1990,Semi-furnished,0,3,35,10,7,Low,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",West,Owner,Ready_to_Move
235,Rajasthan,Jaipur,Locality_56,Apartment,2,2360,464.41,0.2,1997,Semi-furnished,27,4,28,5,4,Low,Yes,No,"Playground, Clubhouse",East,Broker,Ready_to_Move
236,Uttar Pradesh,Lucknow,Locality_201,Independent House,1,2608,229.92,0.09,2007,Furnished,10,13,18,10,9,Medium,No,Yes,"Clubhouse, Playground, Garden, Pool, Gym",East,Builder,Ready_to_Move
237,Uttar Pradesh,Noida,Locality_224,Independent House,5,2125,177.3,0.08,2001,Furnished,8,16,24,5,3,Low,No,No,"Garden, Playground, Gym, Clubhouse",West,Broker,Under_Construction
238,Chhattisgarh,Raipur,Locality_223,Apartment,1,4058,186.02,0.05,2003,Furnished,28,26,22,7,10,Low,Yes,Yes,"Pool, Clubhouse, Garden, Gym, Playground",South,Owner,Ready_to_Move
239,Bihar,Gaya,Locality_162,Apartment,2,3376,51.83,0.02,1993,Semi-furnished,12,21,32,1,1,Low,Yes,Yes,"Gym, Clubhouse, Garden, Playground, Pool",West,Broker,Under_Construction
240,West Bengal,Durgapur,Locality_234,Independent House,3,4561,141.04,0.03,2014,Semi-furnished,19,3,11,10,10,Medium,No,Yes,"Playground, Clubhouse, Gym, Garden",East,Broker,Under_Construction
241,Telangana,Hyderabad,Locality_213,Apartment,4,2597,300.43,0.12,2000,Furnished,24,7,25,10,10,Medium,No,No,"Clubhouse, Garden, Playground",South,Broker,Ready_to_Move
242,Gujarat,Ahmedabad,Locality_489,Independent House,1,1224,102.77,0.08,2004,Unfurnished,18,29,21,9,1,High,Yes,No,Clubhouse,West,Broker,Ready_to_Move
243,Punjab,Amritsar,Locality_458,Independent House,3,3925,229.96,0.06,1991,Semi-furnished,22,3,34,3,10,Low,No,Yes,"Garden, Gym, Playground",East,Owner,Ready_to_Move
244,Bihar,Patna,Locality_90,Apartment,1,1066,383.37,0.36,1992,Unfurnished,6,21,33,3,10,High,No,Yes,"Gym, Clubhouse, Playground, Garden",South,Broker,Under_Construction
245,Rajasthan,Jaipur,Locality_89,Independent House,2,3263,465.12,0.14,2016,Furnished,11,2,9,2,2,Low,No,No,"Pool, Playground, Clubhouse, Garden",East,Broker,Ready_to_Move
246,Delhi,Dwarka,Locality_208,Apartment,2,3771,99.52,0.03,2021,Unfurnished,22,8,4,2,9,Medium,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",North,Owner,Under_Construction
247,Bihar,Gaya,Locality_385,Villa,4,4258,214.46,0.05,1993,Unfurnished,19,12,32,6,2,Medium,No,Yes,"Pool, Playground, Gym",North,Broker,Under_Construction
248,Chhattisgarh,Raipur,Locality_256,Independent House,3,3090,311.76,0.1,1997,Furnished,21,11,28,3,2,Medium,Yes,No,"Garden, Pool",South,Owner,Ready_to_Move
249,Tamil Nadu,Chennai,Locality_182,Independent House,4,4994,468.83,0.09,2018,Furnished,19,23,7,4,9,Medium,Yes,No,"Clubhouse, Garden",South,Builder,Under_Construction
250,Karnataka,Bangalore,Locality_89,Independent House,2,1022,68.09,0.07,2009,Furnished,17,9,16,4,3,Low,Yes,No,"Gym, Clubhouse, Pool",South,Owner,Under_Construction
251,Chhattisgarh,Raipur,Locality_358,Apartment,2,3384,42.02,0.01,2019,Semi-furnished,30,26,6,10,2,Low,No,No,"Clubhouse, Gym, Garden, Pool",West,Builder,Ready_to_Move
252,Maharashtra,Pune,Locality_173,Apartment,2,1282,361.94,0.28,2003,Furnished,18,24,22,10,1,Low,Yes,No,"Gym, Pool, Playground, Garden",North,Owner,Under_Construction
253,Delhi,Dwarka,Locality_418,Apartment,2,3425,208.09,0.06,1991,Unfurnished,26,7,34,4,6,Low,Yes,No,Clubhouse,South,Broker,Ready_to_Move
254,Rajasthan,Jodhpur,Locality_431,Villa,3,3712,84.81,0.02,2018,Semi-furnished,0,20,7,1,9,Low,Yes,Yes,"Gym, Playground",West,Builder,Ready_to_Move
255,Gujarat,Surat,Locality_34,Apartment,2,676,216.1,0.32,1999,Unfurnished,23,15,26,10,1,Low,Yes,No,"Pool, Clubhouse",East,Builder,Under_Construction
256,Telangana,Hyderabad,Locality_222,Apartment,2,4021,292.75,0.07,1997,Unfurnished,20,8,28,9,8,High,Yes,No,"Clubhouse, Garden, Gym",West,Broker,Under_Construction
257,Odisha,Bhubaneswar,Locality_218,Apartment,5,4606,422.83,0.09,2021,Unfurnished,5,11,4,5,3,High,Yes,Yes,Playground,West,Owner,Ready_to_Move
258,Odisha,Bhubaneswar,Locality_248,Independent House,1,2355,94.46,0.04,2010,Furnished,11,1,15,6,5,Low,No,No,"Pool, Garden, Gym, Clubhouse, Playground",West,Owner,Ready_to_Move
259,Uttar Pradesh,Lucknow,Locality_188,Villa,5,4969,321.24,0.06,2006,Unfurnished,13,15,19,4,5,High,Yes,No,"Pool, Gym, Clubhouse",West,Owner,Ready_to_Move
260,Andhra Pradesh,Vijayawada,Locality_377,Apartment,1,2060,102.17,0.05,2013,Unfurnished,2,11,12,5,4,Medium,Yes,Yes,"Pool, Garden, Gym, Clubhouse, Playground",East,Broker,Under_Construction
261,Karnataka,Mangalore,Locality_120,Villa,4,4916,343.05,0.07,2019,Furnished,19,27,6,5,2,Low,Yes,Yes,"Playground, Gym, Pool, Garden",East,Owner,Ready_to_Move
262,Gujarat,Ahmedabad,Locality_274,Apartment,4,1161,325.26,0.28,2015,Semi-furnished,30,14,10,1,7,Medium,Yes,Yes,"Pool, Garden, Gym",East,Broker,Under_Construction
263,Andhra Pradesh,Vijayawada,Locality_152,Independent House,2,638,290.65,0.46,2008,Unfurnished,16,17,17,10,7,High,No,Yes,"Clubhouse, Playground",North,Broker,Under_Construction
264,Maharashtra,Pune,Locality_85,Independent House,4,973,307.14,0.32,2008,Furnished,3,13,17,3,9,Low,Yes,No,"Playground, Gym, Pool",North,Owner,Ready_to_Move
265,Andhra Pradesh,Vijayawada,Locality_142,Apartment,3,1985,147.04,0.07,2004,Furnished,30,24,21,3,5,High,Yes,Yes,"Playground, Pool, Gym, Garden",East,Broker,Under_Construction
266,Punjab,Ludhiana,Locality_291,Villa,5,1337,309.04,0.23,2003,Semi-furnished,25,3,22,5,10,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Playground, Gym",South,Broker,Ready_to_Move
267,Bihar,Patna,Locality_209,Villa,4,4328,462.7,0.11,1996,Unfurnished,13,24,29,2,2,High,No,No,"Clubhouse, Playground",West,Broker,Under_Construction
268,Kerala,Kochi,Locality_190,Villa,3,1718,152.79,0.09,2020,Unfurnished,29,10,5,3,4,Low,Yes,No,"Gym, Pool, Playground, Clubhouse",South,Owner,Ready_to_Move
269,Telangana,Hyderabad,Locality_168,Apartment,4,4975,266.04,0.05,1991,Furnished,6,8,34,6,1,High,Yes,No,"Clubhouse, Pool, Gym",West,Builder,Under_Construction
270,Chhattisgarh,Bilaspur,Locality_368,Independent House,1,1844,193.13,0.1,2007,Furnished,30,11,18,3,7,High,No,Yes,"Garden, Pool, Clubhouse, Playground",West,Owner,Under_Construction
271,Odisha,Cuttack,Locality_445,Apartment,3,2962,134.83,0.05,2005,Unfurnished,27,9,20,9,1,High,Yes,No,"Gym, Pool, Clubhouse, Garden",West,Broker,Ready_to_Move
272,West Bengal,Durgapur,Locality_35,Independent House,3,2485,218.08,0.09,2002,Semi-furnished,8,1,23,5,9,High,No,No,"Clubhouse, Gym, Playground",South,Owner,Ready_to_Move
273,Uttar Pradesh,Lucknow,Locality_166,Independent House,1,4497,21.01,0,2012,Semi-furnished,17,17,13,7,6,High,No,No,"Pool, Clubhouse, Garden, Playground",East,Owner,Ready_to_Move
274,Kerala,Trivandrum,Locality_305,Independent House,2,846,135.73,0.16,2015,Unfurnished,28,13,10,5,8,Low,Yes,No,"Playground, Pool, Garden, Gym",East,Builder,Ready_to_Move
275,Uttar Pradesh,Lucknow,Locality_225,Independent House,3,2017,207.36,0.1,2016,Furnished,2,22,9,3,10,Low,Yes,Yes,"Garden, Clubhouse, Playground",South,Builder,Under_Construction
276,Karnataka,Bangalore,Locality_21,Independent House,4,4668,337.41,0.07,2006,Semi-furnished,8,16,19,5,2,High,Yes,Yes,"Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
277,Jharkhand,Ranchi,Locality_232,Apartment,5,734,165.8,0.23,2020,Furnished,23,18,5,10,9,Low,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Builder,Under_Construction
278,Chhattisgarh,Raipur,Locality_96,Villa,5,4946,440.57,0.09,2008,Furnished,14,20,17,8,3,Low,No,No,"Clubhouse, Gym, Playground, Garden, Pool",South,Broker,Under_Construction
279,Karnataka,Mysore,Locality_397,Villa,2,3123,268.97,0.09,2008,Furnished,1,22,17,6,1,High,No,No,"Garden, Gym",West,Broker,Ready_to_Move
280,Haryana,Gurgaon,Locality_173,Apartment,1,4140,200.24,0.05,2008,Semi-furnished,14,26,17,3,6,Low,No,Yes,"Clubhouse, Playground, Garden",East,Broker,Under_Construction
281,Karnataka,Mangalore,Locality_150,Independent House,5,4575,477.33,0.1,2020,Unfurnished,8,15,5,2,2,Low,No,No,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction
282,Karnataka,Bangalore,Locality_26,Apartment,3,4562,100.33,0.02,2019,Semi-furnished,7,20,6,5,2,Low,No,No,"Playground, Gym, Garden, Pool",South,Broker,Under_Construction
283,Jharkhand,Ranchi,Locality_274,Apartment,4,2380,154.67,0.06,2011,Furnished,30,1,14,7,10,High,Yes,No,"Gym, Pool",South,Builder,Under_Construction
284,Odisha,Bhubaneswar,Locality_301,Villa,1,3575,144.08,0.04,2023,Unfurnished,10,22,2,8,1,Medium,No,No,"Clubhouse, Gym, Playground, Pool",West,Owner,Ready_to_Move
